code,name,market,ticker
4195,基米-創,TWSE,4195.TW
4306,炎洲,TWSE,4306.TW
4414,如興,TWSE,4414.TW
4426,利勤,TWSE,4426.TW
4438,廣越,TWSE,4438.TW
4439,冠星-KY,TWSE,4439.TW
4440,宜新實業,TWSE,4440.TW
4441,振大環球,TWSE,4441.TW
4526,東台,TWSE,4526.TW
4532,瑞智,TWSE,4532.TW
4536,拓凱,TWSE,4536.TW
4540,全球傳動,TWSE,4540.TW
4545,銘鈺,TWSE,4545.TW
4551,智伸科,TWSE,4551.TW
4552,力達-KY,TWSE,4552.TW
4555,氣立,TWSE,4555.TW
4557,永新-KY,TWSE,4557.TW
4560,強信-KY,TWSE,4560.TW
4562,穎漢,TWSE,4562.TW
4564,元翎,TWSE,4564.TW
4566,時碩工業,TWSE,4566.TW
4569,六方科-KY,TWSE,4569.TW
4571,鈞興-KY,TWSE,4571.TW
4572,駐龍,TWSE,4572.TW
4576,大銀微系統,TWSE,4576.TW
4581,光隆精密-KY,TWSE,4581.TW
4582,聚恆-創,TWSE,4582.TW
4583,台灣精銳,TWSE,4583.TW
4585,達明,TWSE,4585.TW
4588,玖鼎電力,TWSE,4588.TW
4590,富田-創,TWSE,4590.TW
4720,德淵,TWSE,4720.TW
4722,國精化,TWSE,4722.TW
4736,泰博,TWSE,4736.TW
4737,華廣,TWSE,4737.TW
4739,康普,TWSE,4739.TW
4746,台耀,TWSE,4746.TW
4755,三福化,TWSE,4755.TW
4763,材料*-KY,TWSE,4763.TW
4764,雙鍵,TWSE,4764.TW
4766,南寶,TWSE,4766.TW
4770,上品,TWSE,4770.TW
4771,望隼,TWSE,4771.TW
4807,日成-KY,TWSE,4807.TW
4904,遠傳,TWSE,4904.TW
4906,正文,TWSE,4906.TW
4912,聯德控股-KY,TWSE,4912.TW
4915,致伸,TWSE,4915.TW
4916,事欣科,TWSE,4916.TW
4919,新唐,TWSE,4919.TW
4927,泰鼎-KY,TWSE,4927.TW
4930,燦星網,TWSE,4930.TW
4934,太極,TWSE,4934.TW
4935,茂林-KY,TWSE,4935.TW
4938,和碩,TWSE,4938.TW
4942,嘉彰,TWSE,4942.TW
4943,康控-KY,TWSE,4943.TW
4949,有成精密,TWSE,4949.TW
4952,凌通,TWSE,4952.TW
4956,光鋐,TWSE,4956.TW
4958,臻鼎-KY,TWSE,4958.TW
4960,誠美材,TWSE,4960.TW
4961,天鈺,TWSE,4961.TW
4967,十銓,TWSE,4967.TW
4968,立積,TWSE,4968.TW
4976,佳凌,TWSE,4976.TW
4977,眾達-KY,TWSE,4977.TW
4989,榮科,TWSE,4989.TW
4994,傳奇,TWSE,4994.TW
4999,鑫禾,TWSE,4999.TW
5007,三星,TWSE,5007.TW
5203,訊連,TWSE,5203.TW
5215,科嘉-KY,TWSE,5215.TW
5222,全訊,TWSE,5222.TW
5225,東科-KY,TWSE,5225.TW
5234,達興材料,TWSE,5234.TW
5243,乙盛-KY,TWSE,5243.TW
5244,弘凱,TWSE,5244.TW
5258,虹堡,TWSE,5258.TW
5269,祥碩,TWSE,5269.TW
5283,禾聯碩,TWSE,5283.TW
5284,jpp-KY,TWSE,5284.TW
5285,界霖,TWSE,5285.TW
5288,豐祥-KY,TWSE,5288.TW
5292,華懋,TWSE,5292.TW
5306,桂盟,TWSE,5306.TW
5388,中磊,TWSE,5388.TW
5434,崇越,TWSE,5434.TW
5469,瀚宇博,TWSE,5469.TW
5471,松翰,TWSE,5471.TW
5484,慧友,TWSE,5484.TW
5515,建國,TWSE,5515.TW
5519,隆大,TWSE,5519.TW
5521,工信,TWSE,5521.TW
5522,遠雄,TWSE,5522.TW
5525,順天,TWSE,5525.TW
5531,鄉林,TWSE,5531.TW
5533,皇鼎,TWSE,5533.TW
5534,長虹,TWSE,5534.TW
5538,東明-KY,TWSE,5538.TW
5546,永固-KY,TWSE,5546.TW
5607,遠雄港,TWSE,5607.TW
5608,四維航,TWSE,5608.TW
5706,鳳凰,TWSE,5706.TW
5871,中租-KY,TWSE,5871.TW
5876,上海商銀,TWSE,5876.TW
5880,合庫金,TWSE,5880.TW
5906,台南-KY,TWSE,5906.TW
5907,大洋-KY,TWSE,5907.TW
6005,群益證,TWSE,6005.TW
6024,群益期,TWSE,6024.TW
6108,競國,TWSE,6108.TW
6112,邁達特,TWSE,6112.TW
6115,鎰勝,TWSE,6115.TW
6116,彩晶,TWSE,6116.TW
6117,迎廣,TWSE,6117.TW
6120,達運,TWSE,6120.TW
6128,上福,TWSE,6128.TW
6133,金橋,TWSE,6133.TW
6136,富爾特,TWSE,6136.TW
6139,亞翔,TWSE,6139.TW
6141,柏承,TWSE,6141.TW
6142,友勁,TWSE,6142.TW
6152,百一,TWSE,6152.TW
6153,嘉聯益,TWSE,6153.TW
6155,鈞寶,TWSE,6155.TW
6164,華興,TWSE,6164.TW
6165,浪凡,TWSE,6165.TW
6166,凌華,TWSE,6166.TW
6168,宏齊,TWSE,6168.TW
6176,瑞儀,TWSE,6176.TW
6177,達麗,TWSE,6177.TW
6183,關貿,TWSE,6183.TW
6184,大豐電,TWSE,6184.TW
6189,豐藝,TWSE,6189.TW
6191,精成科,TWSE,6191.TW
6192,巨路,TWSE,6192.TW
6196,帆宣,TWSE,6196.TW
6197,佳必琪,TWSE,6197.TW
6201,亞弘電,TWSE,6201.TW
6202,盛群,TWSE,6202.TW
6205,詮欣,TWSE,6205.TW
6206,飛捷,TWSE,6206.TW
6209,今國光,TWSE,6209.TW
6213,聯茂,TWSE,6213.TW
6214,精誠,TWSE,6214.TW
6215,和椿,TWSE,6215.TW
6216,居易,TWSE,6216.TW
6224,聚鼎,TWSE,6224.TW
6225,天瀚,TWSE,6225.TW
6226,光鼎,TWSE,6226.TW
6230,尼得科超眾,TWSE,6230.TW
6235,華孚,TWSE,6235.TW
6239,力成,TWSE,6239.TW
6243,迅杰,TWSE,6243.TW
6257,矽格,TWSE,6257.TW
6269,台郡,TWSE,6269.TW
6271,同欣電,TWSE,6271.TW
6272,驊陞,TWSE,6272.TW
6277,宏正,TWSE,6277.TW
6278,台表科,TWSE,6278.TW
6281,全國電,TWSE,6281.TW
6282,康舒,TWSE,6282.TW
6283,淳安,TWSE,6283.TW
6285,啟碁,TWSE,6285.TW
6405,悅城,TWSE,6405.TW
6409,旭隼,TWSE,6409.TW
6412,群電,TWSE,6412.TW
6414,樺漢,TWSE,6414.TW
6415,矽力*-KY,TWSE,6415.TW
6416,瑞祺電通,TWSE,6416.TW
6426,統新,TWSE,6426.TW
6431,光麗-KY,TWSE,6431.TW
6438,迅得,TWSE,6438.TW
6442,光聖,TWSE,6442.TW
6443,元晶,TWSE,6443.TW
6446,藥華藥,TWSE,6446.TW
6449,鈺邦,TWSE,6449.TW
6451,訊芯-KY,TWSE,6451.TW
6456,GIS-KY,TWSE,6456.TW
6464,台數科,TWSE,6464.TW
6472,保瑞,TWSE,6472.TW
6477,安集,TWSE,6477.TW
6491,晶碩,TWSE,6491.TW
6504,南六,TWSE,6504.TW
6505,台塑化,TWSE,6505.TW
6515,穎崴,TWSE,6515.TW
6525,捷敏-KY,TWSE,6525.TW
6526,達發,TWSE,6526.TW
6531,愛普*,TWSE,6531.TW
6533,晶心科,TWSE,6533.TW
6534,正瀚-創,TWSE,6534.TW
6541,泰福-KY,TWSE,6541.TW
6550,北極星藥業-KY,TWSE,6550.TW
6552,易華電,TWSE,6552.TW
6558,興能高,TWSE,6558.TW
6573,虹揚-KY,TWSE,6573.TW
6579,研揚,TWSE,6579.TW
6581,鋼聯,TWSE,6581.TW
6582,申豐,TWSE,6582.TW
6585,鼎基,TWSE,6585.TW
6589,台康生技,TWSE,6589.TW
6591,動力-KY,TWSE,6591.TW
6592,和潤企業,TWSE,6592.TW
6598,ABC-KY,TWSE,6598.TW
6605,帝寶,TWSE,6605.TW
6606,建德工業,TWSE,6606.TW
6614,資拓宏宇,TWSE,6614.TW
6625,必應,TWSE,6625.TW
6641,基士德-KY,TWSE,6641.TW
6645,金萬林-創,TWSE,6645.TW
6655,科定,TWSE,6655.TW
6657,華安,TWSE,6657.TW
6658,聯策,TWSE,6658.TW
6666,羅麗芬-KY,TWSE,6666.TW
6668,中揚光,TWSE,6668.TW
6669,緯穎,TWSE,6669.TW
6670,復盛應用,TWSE,6670.TW
6671,三能-KY,TWSE,6671.TW
6672,騰輝電子-KY,TWSE,6672.TW
6674,鋐寶科技,TWSE,6674.TW
6689,伊雲谷,TWSE,6689.TW
6691,洋基工程,TWSE,6691.TW
6695,芯鼎,TWSE,6695.TW
6698,旭暉應材,TWSE,6698.TW
6706,惠特,TWSE,6706.TW
6715,嘉基,TWSE,6715.TW
6719,力智,TWSE,6719.TW
6722,輝創,TWSE,6722.TW
6742,澤米,TWSE,6742.TW
6743,安普新,TWSE,6743.TW
6753,龍德造船,TWSE,6753.TW
6754,匯僑設計,TWSE,6754.TW
6756,威鋒電子,TWSE,6756.TW
6757,台灣虎航,TWSE,6757.TW
6768,志強-KY,TWSE,6768.TW
6770,力積電,TWSE,6770.TW
6771,平和環保-創,TWSE,6771.TW
6776,展碁國際,TWSE,6776.TW
6781,AES-KY,TWSE,6781.TW
6782,視陽,TWSE,6782.TW
6789,采鈺,TWSE,6789.TW
6790,永豐實,TWSE,6790.TW
6792,詠業,TWSE,6792.TW
6794,向榮生技,TWSE,6794.TW
6796,晉弘,TWSE,6796.TW
6799,來頡,TWSE,6799.TW
6805,富世達,TWSE,6805.TW
6807,峰源-KY,TWSE,6807.TW
6830,汎銓,TWSE,6830.TW
6831,邁科,TWSE,6831.TW
6834,天二科技,TWSE,6834.TW
6835,圓裕,TWSE,6835.TW
6838,台新藥,TWSE,6838.TW
6854,錼創科技-KY創,TWSE,6854.TW
6861,睿生光電,TWSE,6861.TW
6862,三集瑞-KY,TWSE,6862.TW
6863,永道-KY,TWSE,6863.TW
6869,雲豹能源,TWSE,6869.TW
6873,泓德能源,TWSE,6873.TW
6885,全福生技,TWSE,6885.TW
6887,寶綠特-KY,TWSE,6887.TW
6890,來億-KY,TWSE,6890.TW
6901,鑽石投資,TWSE,6901.TW
6902,GOGOLOOK,TWSE,6902.TW
6906,現觀科,TWSE,6906.TW
6908,宏碁遊戲-創,TWSE,6908.TW
6909,創控,TWSE,6909.TW
6914,阜爾運通,TWSE,6914.TW
6916,華凌,TWSE,6916.TW
6918,愛派司,TWSE,6918.TW
6919,康霈*,TWSE,6919.TW
6921,嘉雨思-創,TWSE,6921.TW
6923,中台,TWSE,6923.TW
6924,榮惠-KY創,TWSE,6924.TW
6928,攸泰科技,TWSE,6928.TW
6931,青松健康,TWSE,6931.TW
6933,AMAX-KY,TWSE,6933.TW
6934,心誠鎂,TWSE,6934.TW
6936,永鴻生技,TWSE,6936.TW
6937,天虹,TWSE,6937.TW
6944,兆聯實業,TWSE,6944.TW
6949,沛爾生醫-創,TWSE,6949.TW
6951,青新-創,TWSE,6951.TW
6952,大武山,TWSE,6952.TW
6955,邦睿生技-創,TWSE,6955.TW
6957,裕慶-KY,TWSE,6957.TW
6958,日盛台駿,TWSE,6958.TW
6962,奕力-KY,TWSE,6962.TW
6965,中傑-KY,TWSE,6965.TW
6969,成信實業*-創,TWSE,6969.TW
6988,威力暘-創,TWSE,6988.TW
6994,富威電力,TWSE,6994.TW
7610,聯友金屬-創,TWSE,7610.TW
7631,聚賢研發-創,TWSE,7631.TW
7705,三商餐飲,TWSE,7705.TW
7711,永擎,TWSE,7711.TW
7721,微程式,TWSE,7721.TW
7722,LINEPAY,TWSE,7722.TW
7730,暉盛-創,TWSE,7730.TW
7732,金興精密,TWSE,7732.TW
7736,虎山,TWSE,7736.TW
7740,熙特爾-創,TWSE,7740.TW
7749,意騰-KY,TWSE,7749.TW
7750,新代,TWSE,7750.TW
7760,享溫馨,TWSE,7760.TW
7765,中華資安,TWSE,7765.TW
7768,頌勝科技,TWSE,7768.TW
7769,鴻勁,TWSE,7769.TW
7780,大研生醫*,TWSE,7780.TW
7786,東方風能,TWSE,7786.TW
7788,松川精密,TWSE,7788.TW
7791,皇家可口,TWSE,7791.TW
7795,長廣,TWSE,7795.TW
7799,禾榮科,TWSE,7799.TW
7803,雲象科技-創,TWSE,7803.TW
7818,溢泰實業,TWSE,7818.TW
7821,神數,TWSE,7821.TW
7822,倍利科,TWSE,7822.TW
7823,奧義賽博-KY創,TWSE,7823.TW
7827,漢康-KY創,TWSE,7827.TW
8011,台通,TWSE,8011.TW
8016,矽創,TWSE,8016.TW
8021,尖點,TWSE,8021.TW
8028,昇陽半導體,TWSE,8028.TW
8033,雷虎,TWSE,8033.TW
8039,台虹,TWSE,8039.TW
8045,達運光電,TWSE,8045.TW
8046,南電,TWSE,8046.TW
8070,長華*,TWSE,8070.TW
8072,陞泰,TWSE,8072.TW
8081,致新,TWSE,8081.TW
8101,華冠,TWSE,8101.TW
8103,瀚荃,TWSE,8103.TW
8104,錸寶,TWSE,8104.TW
8105,凌巨,TWSE,8105.TW
8110,華東,TWSE,8110.TW
8112,至上,TWSE,8112.TW
8114,振樺電,TWSE,8114.TW
8131,福懋科,TWSE,8131.TW
8150,南茂,TWSE,8150.TW
8162,微矽電子-創,TWSE,8162.TW
8163,達方,TWSE,8163.TW
8201,無敵,TWSE,8201.TW
8210,勤誠,TWSE,8210.TW
8213,志超,TWSE,8213.TW
8215,明基材,TWSE,8215.TW
8222,寶一,TWSE,8222.TW
8249,菱光,TWSE,8249.TW
8261,富鼎,TWSE,8261.TW
8271,宇瞻,TWSE,8271.TW
8341,日友,TWSE,8341.TW
8367,建新國際,TWSE,8367.TW
8374,羅昇,TWSE,8374.TW
8404,百和興業-KY,TWSE,8404.TW
8411,福貞-KY,TWSE,8411.TW
8422,可寧衛*,TWSE,8422.TW
8429,金麗-KY,TWSE,8429.TW
8438,昶昕,TWSE,8438.TW
8442,威宏-KY,TWSE,8442.TW
8443,阿瘦,TWSE,8443.TW
8454,富邦媒,TWSE,8454.TW
8462,柏文,TWSE,8462.TW
8463,潤泰材,TWSE,8463.TW
8464,億豐,TWSE,8464.TW
8466,美吉吉-KY,TWSE,8466.TW
8467,波力-KY,TWSE,8467.TW
8473,山林水,TWSE,8473.TW
8476,台境*,TWSE,8476.TW
8478,東哥遊艇,TWSE,8478.TW
8481,政伸,TWSE,8481.TW
8482,商億-KY,TWSE,8482.TW
8487,愛爾達-創,TWSE,8487.TW
8488,吉源-KY,TWSE,8488.TW
8499,鼎炫-KY,TWSE,8499.TW
8926,台汽電,TWSE,8926.TW
8940,新天地,TWSE,8940.TW
8996,高力,TWSE,8996.TW
9103,美德醫療-DR,TWSE,9103.TW
9105,泰金寶-DR,TWSE,9105.TW
9110,越南控-DR,TWSE,9110.TW
9136,巨騰-DR,TWSE,9136.TW
9802,鈺齊-KY,TWSE,9802.TW
9902,台火,TWSE,9902.TW
9904,寶成,TWSE,9904.TW
9905,大華,TWSE,9905.TW
9906,欣巴巴,TWSE,9906.TW
9907,統一實,TWSE,9907.TW
9908,大台北,TWSE,9908.TW
9910,豐泰,TWSE,9910.TW
9911,櫻花,TWSE,9911.TW
9912,偉聯,TWSE,9912.TW
9914,美利達,TWSE,9914.TW
9917,中保科,TWSE,9917.TW
9918,欣天然,TWSE,9918.TW
9919,康那香,TWSE,9919.TW
9921,巨大,TWSE,9921.TW
9924,福興,TWSE,9924.TW
9925,新保,TWSE,9925.TW
9926,新海,TWSE,9926.TW
9927,泰銘,TWSE,9927.TW
9928,中視,TWSE,9928.TW
9929,秋雨,TWSE,9929.TW
9930,中聯資源,TWSE,9930.TW
9931,欣高,TWSE,9931.TW
9933,中鼎,TWSE,9933.TW
9934,成霖,TWSE,9934.TW
9935,慶豐富,TWSE,9935.TW
9937,全國,TWSE,9937.TW
9938,百和,TWSE,9938.TW
9939,宏全,TWSE,9939.TW
9940,信義,TWSE,9940.TW
9941,裕融,TWSE,9941.TW
9942,茂順,TWSE,9942.TW
9943,好樂迪,TWSE,9943.TW
9944,新麗,TWSE,9944.TW
9945,潤泰新,TWSE,9945.TW
9946,三發地產,TWSE,9946.TW
9955,佳龍,TWSE,9955.TW
9958,世紀鋼,TWSE,9958.TW
1240,茂生農經,OTC,1240.TWO
1259,安心,OTC,1259.TWO
1264,德麥,OTC,1264.TWO
1268,漢來美食,OTC,1268.TWO
1294,漢田生技,OTC,1294.TWO
1295,生合,OTC,1295.TWO
1336,台翰,OTC,1336.TWO
1565,精華,OTC,1565.TWO
1569,濱川,OTC,1569.TWO
1570,力肯,OTC,1570.TWO
1580,新麥,OTC,1580.TWO
1584,精剛,OTC,1584.TWO
1586,和勤,OTC,1586.TWO
1591,駿吉-KY,OTC,1591.TWO
1593,祺驊,OTC,1593.TWO
1595,川寶,OTC,1595.TWO
1599,宏佳騰,OTC,1599.TWO
1742,台蠟,OTC,1742.TWO
1777,生泰,OTC,1777.TWO
1780,立弘,OTC,1780.TWO
1781,合世,OTC,1781.TWO
1784,訊聯,OTC,1784.TWO
1785,光洋科,OTC,1785.TWO
1788,杏昌,OTC,1788.TWO
1796,金穎生技,OTC,1796.TWO
1799,易威,OTC,1799.TWO
1813,寶利徠,OTC,1813.TWO
1815,富喬,OTC,1815.TWO
2035,唐榮公司,OTC,2035.TWO
2061,風青,OTC,2061.TWO
2063,世鎧精密,OTC,2063.TWO
2064,晉椿,OTC,2064.TWO
2065,世豐,OTC,2065.TWO
2066,世德,OTC,2066.TWO
2067,嘉鋼,OTC,2067.TWO
2070,精湛,OTC,2070.TWO
2073,雄順,OTC,2073.TWO
2221,大甲,OTC,2221.TWO
2230,泰茂,OTC,2230.TWO
2235,謚源,OTC,2235.TWO
2596,綠意,OTC,2596.TWO
2640,大車隊,OTC,2640.TWO
2641,正德,OTC,2641.TWO
2643,捷迅,OTC,2643.TWO
2718,全心投控,OTC,2718.TWO
2719,燦星旅,OTC,2719.TWO
2724,藝舍-KY,OTC,2724.TWO
2726,雅茗-KY,OTC,2726.TWO
2729,瓦城,OTC,2729.TWO
2732,六角,OTC,2732.TWO
2734,易飛網,OTC,2734.TWO
2736,富野,OTC,2736.TWO
2740,華軒,OTC,2740.TWO
2743,山富,OTC,2743.TWO
2745,五福,OTC,2745.TWO
2751,王座,OTC,2751.TWO
2752,豆府,OTC,2752.TWO
2754,亞洲藏壽司,OTC,2754.TWO
2755,揚秦,OTC,2755.TWO
2756,聯發國際,OTC,2756.TWO
2916,滿心,OTC,2916.TWO
2924,宏太-KY,OTC,2924.TWO
2926,誠品生活,OTC,2926.TWO
2937,集雅社,OTC,2937.TWO
2941,米斯特,OTC,2941.TWO
2947,振宇五金,OTC,2947.TWO
2948,寶陞,OTC,2948.TWO
2949,欣新網,OTC,2949.TWO
3064,泰偉,OTC,3064.TWO
3066,李洲,OTC,3066.TWO
3067,全域,OTC,3067.TWO
3071,協禧,OTC,3071.TWO
3073,天方能源,OTC,3073.TWO
3078,僑威,OTC,3078.TWO
3081,聯亞,OTC,3081.TWO
3083,網龍,OTC,3083.TWO
3085,新零售,OTC,3085.TWO
3086,華義*,OTC,3086.TWO
3088,艾訊,OTC,3088.TWO
3093,港建*,OTC,3093.TWO
3095,及成,OTC,3095.TWO
3105,穩懋,OTC,3105.TWO
3114,好德,OTC,3114.TWO
3115,富榮綱,OTC,3115.TWO
3118,進階,OTC,3118.TWO
3122,笙泉,OTC,3122.TWO
3128,昇銳,OTC,3128.TWO
3131,弘塑,OTC,3131.TWO
3141,晶宏,OTC,3141.TWO
3147,大綜,OTC,3147.TWO
3152,璟德,OTC,3152.TWO
3158,嘉實,OTC,3158.TWO
3162,精確,OTC,3162.TWO
3163,波若威,OTC,3163.TWO
3169,亞信,OTC,3169.TWO
3171,炎洲流通,OTC,3171.TWO
3176,基亞,OTC,3176.TWO
3178,公準,OTC,3178.TWO
3188,鑫龍騰,OTC,3188.TWO
3191,雲嘉南,OTC,3191.TWO
3205,佰研,OTC,3205.TWO
3206,志豐,OTC,3206.TWO
3207,耀勝,OTC,3207.TWO
3211,順達,OTC,3211.TWO
3213,茂訊,OTC,3213.TWO
3217,優群,OTC,3217.TWO
3218,大學光,OTC,3218.TWO
3219,倚強科,OTC,3219.TWO
3221,台嘉碩,OTC,3221.TWO
3224,三顧,OTC,3224.TWO
3226,龍鋒,OTC,3226.TWO
3227,原相,OTC,3227.TWO
3228,金麗科,OTC,3228.TWO
3230,錦明,OTC,3230.TWO
3232,昱捷,OTC,3232.TWO
3234,光環,OTC,3234.TWO
3236,千如,OTC,3236.TWO
3252,海灣,OTC,3252.TWO
3259,鑫創,OTC,3259.TWO
3260,威剛,OTC,3260.TWO
3264,欣銓,OTC,3264.TWO
3265,台星科,OTC,3265.TWO
3268,海德威,OTC,3268.TWO
3272,東碩,OTC,3272.TWO
3276,宇環,OTC,3276.TWO
3284,太普高,OTC,3284.TWO
3285,微端,OTC,3285.TWO
3287,廣寰科,OTC,3287.TWO
3288,點晶,OTC,3288.TWO
3289,宜特,OTC,3289.TWO
3290,東浦,OTC,3290.TWO
3293,鈊象,OTC,3293.TWO
3294,英濟,OTC,3294.TWO
3297,杭特,OTC,3297.TWO
3303,岱稜,OTC,3303.TWO
3306,鼎天,OTC,3306.TWO
3310,佳穎,OTC,3310.TWO
3313,斐成,OTC,3313.TWO
3317,尼克森,OTC,3317.TWO
3322,建舜電,OTC,3322.TWO
3323,加百裕,OTC,3323.TWO
3324,雙鴻,OTC,3324.TWO
3325,旭品,OTC,3325.TWO
3332,幸康,OTC,3332.TWO
3339,泰谷,OTC,3339.TWO
3349,寶德,OTC,3349.TWO
3354,律勝,OTC,3354.TWO
3357,臺慶科,OTC,3357.TWO
3360,尚立,OTC,3360.TWO
3362,先進光,OTC,3362.TWO
3363,上詮,OTC,3363.TWO
3372,典範,OTC,3372.TWO
3373,熱映,OTC,3373.TWO
3374,精材,OTC,3374.TWO
3379,彬台,OTC,3379.TWO
3388,崇越電,OTC,3388.TWO
3390,旭軟,OTC,3390.TWO
3402,漢科,OTC,3402.TWO
3430,奇鈦科,OTC,3430.TWO
3434,哲固,OTC,3434.TWO
3438,類比科,OTC,3438.TWO
3441,聯一光電,OTC,3441.TWO
3444,利機,OTC,3444.TWO
3455,由田,OTC,3455.TWO
3465,進泰電子,OTC,3465.TWO
3466,德晉,OTC,3466.TWO
3467,台灣精材,OTC,3467.TWO
3479,安勤,OTC,3479.TWO
3483,力致,OTC,3483.TWO
3484,崧騰,OTC,3484.TWO
3485,敘豐,OTC,3485.TWO
3489,森寶,OTC,3489.TWO
3490,單井,OTC,3490.TWO
3491,昇達科,OTC,3491.TWO
3492,長盛,OTC,3492.TWO
3498,陽程,OTC,3498.TWO
3499,環天科,OTC,3499.TWO
3508,位速,OTC,3508.TWO
3511,矽瑪,OTC,3511.TWO
3512,皇龍,OTC,3512.TWO
3516,亞帝歐,OTC,3516.TWO
3520,華盈,OTC,3520.TWO
3521,台鋼建設,OTC,3521.TWO
3522,御嵿,OTC,3522.TWO
3523,迎輝,OTC,3523.TWO
3526,凡甲,OTC,3526.TWO
3527,聚積,OTC,3527.TWO
3529,力旺,OTC,3529.TWO
3531,先益,OTC,3531.TWO
3537,堡達,OTC,3537.TWO
3540,曜越,OTC,3540.TWO
3541,西柏,OTC,3541.TWO
3546,宇峻,OTC,3546.TWO
3548,兆利,OTC,3548.TWO
3551,世禾,OTC,3551.TWO
3552,同致,OTC,3552.TWO
3555,博士旺,OTC,3555.TWO
3556,禾瑞亞,OTC,3556.TWO
3558,神準,OTC,3558.TWO
3564,其陽,OTC,3564.TWO
3567,逸昌,OTC,3567.TWO
3570,大塚,OTC,3570.TWO
3577,泓格,OTC,3577.TWO
3580,友威科,OTC,3580.TWO
3581,博磊,OTC,3581.TWO
3587,閎康,OTC,3587.TWO
3594,磐儀,OTC,3594.TWO
3597,映興,OTC,3597.TWO
3609,三一東林,OTC,3609.TWO
3611,鼎翰,OTC,3611.TWO
3615,安可,OTC,3615.TWO
3623,富晶通,OTC,3623.TWO
3624,光頡,OTC,3624.TWO
3625,西勝,OTC,3625.TWO
3628,盈正,OTC,3628.TWO
3629,地心引力,OTC,3629.TWO
3630,新鉅科,OTC,3630.TWO
3631,晟楠,OTC,3631.TWO
3632,研勤,OTC,3632.TWO
3646,艾恩特,OTC,3646.TWO
3663,鑫科,OTC,3663.TWO
3664,安瑞-KY,OTC,3664.TWO
3666,光耀,OTC,3666.TWO
3672,康聯訊,OTC,3672.TWO
3675,德微,OTC,3675.TWO
3680,家登,OTC,3680.TWO
3684,榮昌,OTC,3684.TWO
3685,元創精密,OTC,3685.TWO
3687,歐買尬,OTC,3687.TWO
3689,湧德,OTC,3689.TWO
3691,碩禾,OTC,3691.TWO
